;Provincia;Comunidad;Fecha;Salario;Salario_normalizado
528;Alicante;Valencia;2016-01-01;18.008;0.292957746478873
529;Castellon;Valencia;2016-01-01;18.008;0.292957746478873
530;Valencia;Valencia;2016-01-01;18.008;0.292957746478873
531;Alicante;Valencia;2015-01-01;18.0;0.2909090909090909
532;Castellon;Valencia;2015-01-01;18.0;0.2909090909090909
533;Valencia;Valencia;2015-01-01;18.0;0.2909090909090909
534;Alicante;Valencia;2014-01-01;17.857;0.25428937259923157
535;Castellon;Valencia;2014-01-01;17.857;0.25428937259923157
536;Valencia;Valencia;2014-01-01;17.857;0.25428937259923157
537;Alicante;Valencia;2013-01-01;17.865;0.25633802816901363
538;Castellon;Valencia;2013-01-01;17.865;0.25633802816901363
539;Valencia;Valencia;2013-01-01;17.865;0.25633802816901363
540;Alicante;Valencia;2012-01-01;18.074;0.3098591549295779
541;Castellon;Valencia;2012-01-01;18.074;0.3098591549295779
542;Valencia;Valencia;2012-01-01;18.074;0.3098591549295779
543;Alicante;Valencia;2011-01-01;18.138;0.3262483994878365
544;Castellon;Valencia;2011-01-01;18.138;0.3262483994878365
545;Valencia;Valencia;2011-01-01;18.138;0.3262483994878365
546;Alicante;Valencia;2010-01-01;17.484;0.15877080665813095
547;Castellon;Valencia;2010-01-01;17.484;0.15877080665813095
548;Valencia;Valencia;2010-01-01;17.484;0.15877080665813095
549;Alicante;Valencia;2009-01-01;17.429;0.1446862996158766
550;Castellon;Valencia;2009-01-01;17.429;0.1446862996158766
551;Valencia;Valencia;2009-01-01;17.429;0.1446862996158766
552;Alicante;Valencia;2008-01-01;16.864;0.0
553;Castellon;Valencia;2008-01-01;16.864;0.0
554;Valencia;Valencia;2008-01-01;16.864;0.0
555;Badajoz;Extremadura;2022-01-01;18.86;1.0
556;Caceres;Extremadura;2022-01-01;18.86;1.0
557;Badajoz;Extremadura;2021-01-01;18.146;0.7856499549684783
558;Caceres;Extremadura;2021-01-01;18.146;0.7856499549684783
559;Badajoz;Extremadura;2020-01-01;17.492;0.5893125187631346
560;Caceres;Extremadura;2020-01-01;17.492;0.5893125187631346
561;Badajoz;Extremadura;2019-01-01;17.11;0.4746322425697988
562;Caceres;Extremadura;2019-01-01;17.11;0.4746322425697988
563;Badajoz;Extremadura;2018-01-01;17.26;0.5196637646352452
564;Caceres;Extremadura;2018-01-01;17.26;0.5196637646352452
565;Badajoz;Extremadura;2017-01-01;17.166;0.4914440108075655
566;Caceres;Extremadura;2017-01-01;17.166;0.4914440108075655
567;Badajoz;Extremadura;2016-01-01;16.7;0.35154608225758016
568;Caceres;Extremadura;2016-01-01;16.7;0.35154608225758016
569;Badajoz;Extremadura;2015-01-01;16.837;0.3926748724106875
570;Caceres;Extremadura;2015-01-01;16.837;0.3926748724106875
571;Badajoz;Extremadura;2014-01-01;16.346;0.24527169018312828
572;Caceres;Extremadura;2014-01-01;16.346;0.24527169018312828
573;Badajoz;Extremadura;2013-01-01;16.636;0.3323326328429899
574;Caceres;Extremadura;2013-01-01;16.636;0.3323326328429899
575;Badajoz;Extremadura;2012-01-01;16.645;0.3350345241669168
576;Caceres;Extremadura;2012-01-01;16.645;0.3350345241669168
577;Badajoz;Extremadura;2011-01-01;16.805;0.38306814770339237
578;Caceres;Extremadura;2011-01-01;16.805;0.38306814770339237
579;Badajoz;Extremadura;2010-01-01;16.122;0.17802461723206245
580;Caceres;Extremadura;2010-01-01;16.122;0.17802461723206245
581;Badajoz;Extremadura;2009-01-01;16.3;0.23146202341639174
582;Caceres;Extremadura;2009-01-01;16.3;0.23146202341639174
583;Badajoz;Extremadura;2008-01-01;15.529;0.0
584;Caceres;Extremadura;2008-01-01;15.529;0.0
585;A Coruna;Galicia;2022-01-01;20.498;1.0
586;Lugo;Galicia;2022-01-01;20.498;1.0
587;Ourense;Galicia;2022-01-01;20.498;1.0
588;Pontevedra;Galicia;2022-01-01;20.498;1.0
589;A Coruna;Galicia;2021-01-01;19.881;0.8580630319760753
590;Lugo;Galicia;2021-01-01;19.881;0.8580630319760753
591;Ourense;Galicia;2021-01-01;19.881;0.8580630319760753
592;Pontevedra;Galicia;2021-01-01;19.881;0.8580630319760753
593;A Coruna;Galicia;2020-01-01;19.389;0.7448815274902229
594;Lugo;Galicia;2020-01-01;19.389;0.7448815274902229
595;Ourense;Galicia;2020-01-01;19.389;0.7448815274902229
596;Pontevedra;Galicia;2020-01-01;19.389;0.7448815274902229
597;A Coruna;Galicia;2019-01-01;18.813;0.6123763515067859
598;Lugo;Galicia;2019-01-01;18.813;0.6123763515067859
599;Ourense;Galicia;2019-01-01;18.813;0.6123763515067859
600;Pontevedra;Galicia;2019-01-01;18.813;0.6123763515067859
601;A Coruna;Galicia;2018-01-01;18.6;0.5633770416379114
602;Lugo;Galicia;2018-01-01;18.6;0.5633770416379114
603;Ourense;Galicia;2018-01-01;18.6;0.5633770416379114
604;Pontevedra;Galicia;2018-01-01;18.6;0.5633770416379114
605;A Coruna;Galicia;2017-01-01;18.529;0.547043938348286
606;Lugo;Galicia;2017-01-01;18.529;0.547043938348286
607;Ourense;Galicia;2017-01-01;18.529;0.547043938348286
608;Pontevedra;Galicia;2017-01-01;18.529;0.547043938348286
609;A Coruna;Galicia;2016-01-01;18.146;0.45893719806763295
610;Lugo;Galicia;2016-01-01;18.146;0.45893719806763295
611;Ourense;Galicia;2016-01-01;18.146;0.45893719806763295
612;Pontevedra;Galicia;2016-01-01;18.146;0.45893719806763295
613;A Coruna;Galicia;2015-01-01;17.6;0.3333333333333336
614;Lugo;Galicia;2015-01-01;17.6;0.3333333333333336
615;Ourense;Galicia;2015-01-01;17.6;0.3333333333333336
616;Pontevedra;Galicia;2015-01-01;17.6;0.3333333333333336
617;A Coruna;Galicia;2014-01-01;17.379;0.28249367379802187
618;Lugo;Galicia;2014-01-01;17.379;0.28249367379802187
619;Ourense;Galicia;2014-01-01;17.379;0.28249367379802187
620;Pontevedra;Galicia;2014-01-01;17.379;0.28249367379802187
621;A Coruna;Galicia;2013-01-01;17.187;0.23832528180354293
622;Lugo;Galicia;2013-01-01;17.187;0.23832528180354293
623;Ourense;Galicia;2013-01-01;17.187;0.23832528180354293
624;Pontevedra;Galicia;2013-01-01;17.187;0.23832528180354293
625;A Coruna;Galicia;2012-01-01;16.632;0.1106510236945023
626;Lugo;Galicia;2012-01-01;16.632;0.1106510236945023
627;Ourense;Galicia;2012-01-01;16.632;0.1106510236945023
628;Pontevedra;Galicia;2012-01-01;16.632;0.1106510236945023
629;A Coruna;Galicia;2011-01-01;16.874;0.16632160110420952
630;Lugo;Galicia;2011-01-01;16.874;0.16632160110420952
631;Ourense;Galicia;2011-01-01;16.874;0.16632160110420952
632;Pontevedra;Galicia;2011-01-01;16.874;0.16632160110420952
633;A Coruna;Galicia;2010-01-01;17.216;0.24499654934437565
634;Lugo;Galicia;2010-01-01;17.216;0.24499654934437565
635;Ourense;Galicia;2010-01-01;17.216;0.24499654934437565
636;Pontevedra;Galicia;2010-01-01;17.216;0.24499654934437565
637;A Coruna;Galicia;2009-01-01;16.569;0.09615827007131335
638;Lugo;Galicia;2009-01-01;16.569;0.09615827007131335
639;Ourense;Galicia;2009-01-01;16.569;0.09615827007131335
640;Pontevedra;Galicia;2009-01-01;16.569;0.09615827007131335
641;A Coruna;Galicia;2008-01-01;16.151;0.0
642;Lugo;Galicia;2008-01-01;16.151;0.0
643;Ourense;Galicia;2008-01-01;16.151;0.0
644;Pontevedra;Galicia;2008-01-01;16.151;0.0
645;Madrid;Comunidad de Madrid;2022-01-01;25.203;1.0
646;Madrid;Comunidad de Madrid;2021-01-01;24.091;0.774579363470505
647;Madrid;Comunidad de Madrid;2020-01-01;23.231;0.6002432596797085
648;Madrid;Comunidad de Madrid;2019-01-01;22.263;0.4040137847151839
649;Madrid;Comunidad de Madrid;2018-01-01;21.478;0.2448814109061427
650;Madrid;Comunidad de Madrid;2017-01-01;21.608;0.27123454287451876
651;Madrid;Comunidad de Madrid;2016-01-01;21.165;0.18143117778228252
652;Madrid;Comunidad de Madrid;2015-01-01;21.308;0.2104196229474965
653;Madrid;Comunidad de Madrid;2014-01-01;21.579;0.2653557672815733
654;Madrid;Comunidad de Madrid;2013-01-01;21.274;0.20352726535576757
655;Madrid;Comunidad de Madrid;2012-01-01;21.418;0.23271842692073783
656;Madrid;Comunidad de Madrid;2011-01-01;21.046;0.15730792621123046
657;Madrid;Comunidad de Madrid;2010-01-01;21.319;0.2126495033448205
658;Madrid;Comunidad de Madrid;2009-01-01;20.712;0.08960064869247926
659;Madrid;Comunidad de Madrid;2008-01-01;20.27;0.0
660;Murcia;Region de Murcia;2022-01-01;19.904;1.0
661;Murcia;Region de Murcia;2021-01-01;19.55;0.9011725293132331
662;Murcia;Region de Murcia;2020-01-01;19.378;0.8531546621998884
663;Murcia;Region de Murcia;2019-01-01;18.52;0.6136236739251815
664;Murcia;Region de Murcia;2018-01-01;18.641;0.6474036850921269
665;Murcia;Region de Murcia;2017-01-01;18.004;0.4695700725851485
666;Murcia;Region de Murcia;2016-01-01;17.552;0.34338358458961477
667;Murcia;Region de Murcia;2015-01-01;17.669;0.3760469011725296
668;Murcia;Region de Murcia;2014-01-01;17.459;0.31742043551088783
669;Murcia;Region de Murcia;2013-01-01;17.402;0.3015075376884427
670;Murcia;Region de Murcia;2012-01-01;17.651;0.3710217755443887
671;Murcia;Region de Murcia;2011-01-01;17.784;0.4081518704634281
672;Murcia;Region de Murcia;2010-01-01;17.436;0.31099944165270815
673;Murcia;Region de Murcia;2009-01-01;17.244;0.2573981016192073
674;Murcia;Region de Murcia;2008-01-01;16.322;0.0
675;Navarra;Navarra;2022-01-01;26.334;1.0
676;Navarra;Navarra;2021-01-01;25.606;0.8536094912527653
677;Navarra;Navarra;2020-01-01;25.212;0.7743816609692339
678;Navarra;Navarra;2019-01-01;24.978;0.7273275688719086
679;Navarra;Navarra;2018-01-01;23.603;0.45083450633420497
680;Navarra;Navarra;2017-01-01;23.451;0.4202694550573095
681;Navarra;Navarra;2016-01-01;22.578;0.24472149607882546
682;Navarra;Navarra;2015-01-01;22.424;0.21375427307460265
683;Navarra;Navarra;2014-01-01;22.258;0.18037401970641437
684;Navarra;Navarra;2013-01-01;21.361;0.0
685;Navarra;Navarra;2012-01-01;21.477;0.02332596018499893
686;Navarra;Navarra;2011-01-01;22.511;0.23124874321335187
687;Navarra;Navarra;2010-01-01;21.633;0.05469535491654907
688;Navarra;Navarra;2009-01-01;21.482;0.024331389503317653
689;Navarra;Navarra;2008-01-01;21.37;0.0018097727729741288
690;Alava;Pais Vasco;2022-01-01;28.857;1.0
691;Guipuzcoa;Pais Vasco;2022-01-01;28.857;1.0
692;Vizcaya;Pais Vasco;2022-01-01;28.857;1.0
693;Alava;Pais Vasco;2021-01-01;27.884;0.8296866795028883
694;Guipuzcoa;Pais Vasco;2021-01-01;27.884;0.8296866795028883
695;Vizcaya;Pais Vasco;2021-01-01;27.884;0.8296866795028883
696;Alava;Pais Vasco;2020-01-01;26.789;0.6380185541746898
697;Guipuzcoa;Pais Vasco;2020-01-01;26.789;0.6380185541746898
698;Vizcaya;Pais Vasco;2020-01-01;26.789;0.6380185541746898
699;Alava;Pais Vasco;2019-01-01;26.104;0.5181165762296517
700;Guipuzcoa;Pais Vasco;2019-01-01;26.104;0.5181165762296517
701;Vizcaya;Pais Vasco;2019-01-01;26.104;0.5181165762296517
702;Alava;Pais Vasco;2018-01-01;25.428;0.39978995273936674
703;Guipuzcoa;Pais Vasco;2018-01-01;25.428;0.39978995273936674
704;Vizcaya;Pais Vasco;2018-01-01;25.428;0.39978995273936674
705;Alava;Pais Vasco;2017-01-01;25.584;0.42709609662174003
706;Guipuzcoa;Pais Vasco;2017-01-01;25.584;0.42709609662174003
707;Vizcaya;Pais Vasco;2017-01-01;25.584;0.42709609662174003
708;Alava;Pais Vasco;2016-01-01;24.939;0.31419569403115727
709;Guipuzcoa;Pais Vasco;2016-01-01;24.939;0.31419569403115727
710;Vizcaya;Pais Vasco;2016-01-01;24.939;0.31419569403115727
711;Alava;Pais Vasco;2015-01-01;25.172;0.3549798704708563
712;Guipuzcoa;Pais Vasco;2015-01-01;25.172;0.3549798704708563
713;Vizcaya;Pais Vasco;2015-01-01;25.172;0.3549798704708563
714;Alava;Pais Vasco;2014-01-01;25.601;0.43007176614738324
715;Guipuzcoa;Pais Vasco;2014-01-01;25.601;0.43007176614738324
716;Vizcaya;Pais Vasco;2014-01-01;25.601;0.43007176614738324
717;Alava;Pais Vasco;2013-01-01;23.729;0.10239803955890088
718;Guipuzcoa;Pais Vasco;2013-01-01;23.729;0.10239803955890088
719;Vizcaya;Pais Vasco;2013-01-01;23.729;0.10239803955890088
720;Alava;Pais Vasco;2012-01-01;23.974;0.1452826886049364
721;Guipuzcoa;Pais Vasco;2012-01-01;23.974;0.1452826886049364
722;Vizcaya;Pais Vasco;2012-01-01;23.974;0.1452826886049364
723;Alava;Pais Vasco;2011-01-01;24.197;0.18431647120602146
724;Guipuzcoa;Pais Vasco;2011-01-01;24.197;0.18431647120602146
725;Vizcaya;Pais Vasco;2011-01-01;24.197;0.18431647120602146
726;Alava;Pais Vasco;2010-01-01;23.799;0.11465079642919675
727;Guipuzcoa;Pais Vasco;2010-01-01;23.799;0.11465079642919675
728;Vizcaya;Pais Vasco;2010-01-01;23.799;0.11465079642919675
729;Alava;Pais Vasco;2009-01-01;23.856;0.12462804130929515
730;Guipuzcoa;Pais Vasco;2009-01-01;23.856;0.12462804130929515
731;Vizcaya;Pais Vasco;2009-01-01;23.856;0.12462804130929515
732;Alava;Pais Vasco;2008-01-01;23.144;0.0
733;Guipuzcoa;Pais Vasco;2008-01-01;23.144;0.0
734;Vizcaya;Pais Vasco;2008-01-01;23.144;0.0
735;La Rioja;La Rioja;2022-01-01;22.042;1.0
736;La Rioja;La Rioja;2021-01-01;20.93;0.7400046761748885
737;La Rioja;La Rioja;2020-01-01;20.432;0.6235679214402613
738;La Rioja;La Rioja;2019-01-01;19.944;0.5094692541501047
739;La Rioja;La Rioja;2018-01-01;19.996;0.5216273088613509
740;La Rioja;La Rioja;2017-01-01;19.539;0.4147767126490532
741;La Rioja;La Rioja;2016-01-01;19.508;0.40752864157119434
742;La Rioja;La Rioja;2015-01-01;19.136;0.32055178863689465
743;La Rioja;La Rioja;2014-01-01;19.049;0.300210427870002
744;La Rioja;La Rioja;2013-01-01;17.765;0.0
745;La Rioja;La Rioja;2012-01-01;17.897;0.030862754267009088
746;La Rioja;La Rioja;2011-01-01;18.615;0.19873743277998543
747;La Rioja;La Rioja;2010-01-01;18.632;0.20271218143558584
748;La Rioja;La Rioja;2009-01-01;18.563;0.1865793780687393
749;La Rioja;La Rioja;2008-01-01;17.827;0.014496142155716893
